class and lipid,type,lipid,fold change-1hr,fold change-12hr,fold change-24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N4_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
PC and SM > PC (38:1),PC and SM,PC (38:1),0.927018892,1.018123961,0.941036726,4.323427465,4.431949858,4.457790219,4.457061895,4.164326115,4.266458462,4.363881529,4.512334287,4.393657694,4.098372365,4.488683558,4.347472126,4.361329646,4.497661001,4.36259898,4.296579668,4.39478851,4.439098624,4.484404658,4.441457928,4.337634178,4.306648903,4.511492483,4.233142412,4.248785669,4.298378391,4.311441507,4.323174962,4.276962936,4.265876808,4.233535241,4.261878322,4.460446814,4.268044641
PC and SM > PC (38:2),PC and SM,PC (38:2),0.919336797,0.976766411,0.919795013,4.721031351,4.793078342,4.826937252,4.79598385,4.578805364,4.64017487,4.77430556,4.848609193,4.726698719,4.51559785,4.757020674,4.729712526,4.751879182,4.956459105,4.805722673,4.764462805,4.758610234,4.730175647,4.799566357,4.830191692,4.812529304,4.789841803,4.876085256,4.463983747,4.667656728,4.756357981,4.741378101,4.78416782,4.6388296,4.686605017,4.632337243,4.708466319,4.782944528,4.685504415
PC and SM > PC (38:3),PC and SM,PC (38:3),0.845243231,1.004922827,0.851598887,4.396468939,4.502167592,4.557848031,4.535747451,4.213800317,4.282607648,4.460713599,4.533187975,4.371482025,4.196941294,4.402327113,4.446453931,4.446414788,4.621429956,4.534991939,4.471213974,4.494153785,4.416701767,4.462664812,4.520778234,4.526955676,4.522048917,4.494008719,4.20220054,4.379196009,4.513482398,4.458657217,4.554530373,4.32975984,4.255544606,4.315192566,4.443296508,4.516377788,4.334454183
PC and SM > PC (38:4),PC and SM,PC (38:4),0.822677743,1.01730171,0.808804025,4.71105997,4.862633904,4.9212622,4.911575,4.615582725,4.60599444,4.829971395,4.873290627,4.732250444,4.550541696,4.69832611,4.84574419,4.894231665,5.063577835,4.991293811,4.926738515,4.897081988,4.831511476,4.889181011,4.934958895,4.999977361,4.958610638,4.805287161,4.572860947,4.800867712,4.903404544,4.893309067,4.975344786,4.678949215,4.623775326,4.694221648,4.801138143,4.898187496,4.728293246
PC and SM > PC (38:5),PC and SM,PC (38:5),0.840583171,1.001218058,0.791628852,4.743320513,4.87886178,4.917622527,4.902319655,4.677861284,4.653371561,4.801945007,4.899159292,4.742484781,4.645250907,4.724210995,4.812800326,4.858448196,5.066294715,4.977375144,4.94019456,4.877685754,4.824208812,4.886954246,4.895205157,4.981509222,4.961957418,4.811876129,4.605119896,4.772140941,4.89907963,4.83353152,4.951273717,4.632831731,4.664734124,4.681011214,4.737072073,4.86031851,4.709130519
PC and SM > PC (38:6),PC and SM,PC (38:6),0.889002722,1.009406058,0.900264364,4.472181133,4.535411127,4.578166422,4.59080599,4.359786208,4.38903244,4.492293205,4.583716249,4.47789827,4.336278,4.359799479,4.441028054,4.394564123,4.578285701,4.551283357,4.457906435,4.460867214,4.428456214,4.423159039,4.455211066,4.562611423,4.487222713,4.377417387,4.166469219,4.318952343,4.508892924,4.461074259,4.522107651,4.266090079,4.330182391,4.2076414,4.401641086,4.514411233,4.375419269
PC and SM > PC (38:7),PC and SM,PC (38:7),1.094618786,1.119806794,0.938628222,3.622452377,3.714084907,3.802267354,3.700952829,3.646262565,3.767936186,3.717785334,3.828750128,3.697229379,3.674784038,3.613600866,3.67646318,3.653241492,3.75633789,3.649730051,3.608793407,3.71879392,3.697679134,3.796638185,3.709617628,3.689374606,3.62870971,3.712107363,3.59255205,3.670462975,3.620970544,3.625403038,3.693192133,3.536457461,3.633908621,3.541012323,3.675681245,3.770262771,3.534196265
PC and SM > PC (38:8),PC and SM,PC (38:8),0.970687812,1.082261686,1.058567179,3.754916859,3.820928866,3.812314318,3.734004118,3.600676768,3.645764099,3.810014675,3.868183488,3.712782692,3.601368944,3.773986763,3.793311169,3.696148398,3.908795915,3.666042274,3.730636975,3.766475341,3.751585501,3.813470263,3.950772693,3.742450203,3.737739574,3.88342183,3.639661795,3.70286293,3.739018275,3.719735593,3.746246457,3.694991102,3.667802146,3.581872351,3.939658039,3.812050628,3.807681147
PC and SM > PC (38:9),PC and SM,PC (38:9),0.915443953,1.013045503,1.00676326,3.776243441,3.814985034,3.776641661,3.809403507,3.608215746,3.674297051,3.757866542,3.83182247,3.735573386,3.589288199,3.849388728,3.755257294,3.729666886,3.891910853,3.777899319,3.747703861,3.793847664,3.79759023,3.738447608,3.900903279,3.785398204,3.761918849,3.873590308,3.549871015,3.630385184,3.720739662,3.810321285,3.816422964,3.775859414,3.719311434,3.598991778,3.859754195,3.757664752,3.728256386
PC and SM > PC (40:0),PC and SM,PC (40:0),1.059746537,0.914245008,0.889542518,3.404683257,3.396774565,3.466710503,3.454847929,3.3675274,3.506391402,3.468034083,3.427560785,3.392914953,3.417179327,3.409635636,3.503142191,3.435325098,3.536439786,3.556881203,3.380880297,3.400113012,3.37062413,3.58289254,3.391270442,3.375784313,3.444619341,3.408636787,3.403583781,3.373739346,3.39305201,3.461789593,3.485207379,3.346106443,3.318664283,3.373283601,3.402209807,3.395644379,3.372669056
PC and SM > PC (40:1),PC and SM,PC (40:1),0.937389266,1.086604949,0.992007413,3.340146581,3.410996461,3.438472761,3.460828742,3.365821092,3.327424361,3.390465283,3.530186915,3.290470945,3.307688569,3.416297628,3.341770777,3.394024214,3.369560958,3.37379078,3.309872825,3.362490046,3.52483736,3.526093658,3.381991842,3.300438981,3.257649808,3.489820749,3.393519079,3.381252325,3.329397911,3.396931303,3.360025122,3.305738223,3.381952191,3.256125812,3.328045117,3.620500451,3.333753523
PC and SM > PC (40:10),PC and SM,PC (40:10),0.871761359,1.048758804,1.055805506,3.42007136,3.486733629,3.404796127,3.410635569,3.365585351,3.340483804,3.371555509,3.424953499,3.330730271,3.323433647,3.473317629,3.538543603,3.38297471,3.584224933,3.435694728,3.434485901,3.497189628,3.50923482,3.428112141,3.528533665,3.485267056,3.532354319,3.605567949,3.300799789,3.348791496,3.529350808,3.569488647,3.518824446,3.399372579,3.379392578,3.342726609,3.781381967,3.459564391,3.543939012
PC and SM > PC (40:2),PC and SM,PC (40:2),0.909114262,1.121646317,1.008586603,3.516315889,3.497150917,3.512462954,3.59469968,3.531274523,3.472885137,3.583844665,3.581756328,3.410996462,3.362407097,3.762294382,3.562042956,3.499972887,3.671396906,3.509511688,3.411892349,3.632102858,3.657732626,3.820851462,3.683907597,3.409662689,3.476599824,3.875395864,3.606254535,3.543121523,3.431550342,3.49980804,3.504976251,3.557829523,3.522321653,3.502847581,3.5034148,3.821547619,3.620354737
PC and SM > PC (40:3),PC and SM,PC (40:3),0.870820182,1.167327324,0.932328998,3.528044701,3.568297993,3.559094732,3.549204444,3.522141589,3.449413631,3.612391782,3.546796778,3.373743024,3.401466051,3.514667296,3.509726616,3.481789379,3.616488151,3.566069662,3.419367518,3.542486847,3.642486314,3.697204952,3.642830428,3.383377294,3.55016966,3.63348869,3.516958253,3.405612727,3.53377209,3.549493743,3.537290096,3.450212177,3.347856738,3.423203295,3.595531528,3.609173816,3.520011674
PC and SM > PC (40:4),PC and SM,PC (40:4),0.823165502,1.035970629,0.805536935,3.896722407,3.964056849,3.965359798,3.990138123,3.771162566,3.734085846,3.927203012,3.924905492,3.836884695,3.735034943,3.789931704,3.880607856,3.955187306,4.0913166,3.950286978,3.936553983,3.890720535,3.950748377,3.9683195,3.982294782,3.975265443,3.961086847,3.884949382,3.843694896,3.908566537,3.907385587,3.926642881,4.019677008,3.774341784,3.743304363,3.70677242,3.891835092,4.000049533,3.739091139
PC and SM > PC (40:5),PC and SM,PC (40:5),0.851237735,0.983978276,0.871864948,4.102079572,4.249272273,4.280948801,4.250400515,4.031971294,4.051376394,4.139540991,4.224446068,4.069961755,4.109522559,4.05936121,4.194656982,4.179418529,4.356047698,4.272623593,4.250632248,4.158918304,4.172088393,4.16239176,4.215094319,4.290357013,4.286574602,4.191258167,3.992710801,4.157280264,4.283828881,4.216670949,4.324391144,4.079794646,4.048143395,4.06237441,4.205603307,4.297902733,4.112692821
PC and SM > PC (40:6),PC and SM,PC (40:6),0.855709852,0.968503735,0.819253925,4.269189235,4.350778966,4.418394474,4.438415477,4.142590328,4.202219075,4.296013731,4.401560817,4.265766126,4.134018955,4.187070993,4.308175003,4.329663893,4.501450938,4.413894326,4.367127001,4.331106097,4.294352929,4.320309612,4.354766716,4.376199099,4.383827957,4.264416888,4.074407572,4.25101495,4.381626574,4.319329741,4.426187159,4.143119176,4.152605114,4.147600309,4.241279975,4.348938541,4.190101353
PC and SM > PC (40:7),PC and SM,PC (40:7),0.828380129,0.995890435,0.827482238,4.132926024,4.245859502,4.292784026,4.348087492,4.006727851,4.00531098,4.166215164,4.300174061,4.182988986,3.958298193,3.987944123,3.991900066,4.085970956,4.236604802,4.15279333,4.087856667,4.065180748,4.051705012,4.093052408,4.124444914,4.127665806,4.100210617,4.109812029,3.809799386,3.938212441,4.125500162,4.006456658,4.138326731,3.918818521,3.927176305,3.934800362,3.879052311,4.056553495,3.966267576
PC and SM > PC (40:8),PC and SM,PC (40:8),0.796244064,0.95237434,0.925397754,3.672439644,3.771925411,3.970532858,4.024594877,3.597148717,3.584742737,3.716303934,3.923988658,3.774929925,3.614435302,3.452059536,3.554944445,3.555672348,3.689076143,3.624834696,3.598113957,3.526393586,3.579733339,3.595692416,3.579925325,3.543988648,3.538890321,3.566600136,3.339550839,3.50930204,3.511110333,3.442771321,3.534759501,3.391298663,3.409480035,3.431112798,3.506772864,3.555242042,3.39881469
PC and SM > PC (40:9),PC and SM,PC (40:9),0.953033322,1.029576766,0.918320766,3.455143459,3.568424715,3.578072796,3.561709482,3.291013482,3.428653078,3.472768179,3.626013785,3.450532416,3.397748906,3.507032395,3.389414217,3.387304414,3.386563199,3.38844228,3.359064862,3.433904215,3.456132152,3.396321446,3.417136121,3.408379084,3.388108337,3.540894845,3.310353419,3.35571967,3.386377701,3.418500194,3.394083805,3.367877536,3.26892885,3.357130308,3.429329113,3.360722162,3.397164566
PC and SM > PC (42:0),PC and SM,PC (42:0),1.088137876,1.065532867,1.013437438,3.207919703,3.180670583,3.177917274,3.173291217,3.153113363,3.168338382,3.219160008,3.210254322,3.228349052,3.246434593,3.185003585,3.21236345,3.197004759,3.202177636,3.204505281,3.172585452,3.208495135,3.206059142,3.303381867,3.188658577,3.246089732,3.165683474,3.238928888,3.144493288,3.225324825,3.166163622,3.231025924,3.19979908,3.191456634,3.155305697,3.160336483,3.216783277,3.255904215,3.240753897
PC and SM > PC (42:1),PC and SM,PC (42:1),1.023103486,0.972625579,1.020166835,3.232014696,3.279967957,3.243067861,3.228795485,3.255624658,3.281015208,3.200598851,3.326986846,3.248792039,3.222529218,3.31677528,3.200308694,3.217936459,3.315508569,3.223257078,3.192059864,3.216772729,3.236617901,3.229395147,3.284796093,3.207429724,3.221330791,3.253008312,3.178919452,3.183309741,3.14548856,3.219343509,3.250112505,3.192327696,3.204016857,3.18964191,3.26355562,3.223246692,3.196960604
PC and SM > PC (42:10),PC and SM,PC (42:10),0.752668399,1.039285673,0.918652211,3.524961864,3.658598998,3.911229035,3.974663677,3.536123961,3.497007129,3.510917515,3.893559849,3.653409382,3.496121193,3.363058918,3.403888897,3.405435188,3.581423988,3.543094168,3.414685979,3.453902134,3.495405591,3.463310584,3.450165972,3.505475607,3.470707401,3.371381947,3.329637877,3.389640919,3.460945957,3.442407671,3.451783398,3.318021601,3.28826268,3.376270321,3.447350353,3.378165276,3.395459225
PC and SM > PC (42:11),PC and SM,PC (42:11),0.831824475,1.134670425,0.984457227,3.358327089,3.328689439,3.439244279,3.405899364,3.380587497,3.259799303,3.31782945,3.430929284,3.229845631,3.256669678,3.331548792,3.327142275,3.372079452,3.449611088,3.332999685,3.359664797,3.427187421,3.487288332,3.437604742,3.454393601,3.358315667,3.316921844,3.445155698,3.325289863,3.289116083,3.414488698,3.406168778,3.455636565,3.251574986,3.375352673,3.292300412,3.463549624,3.446102069,3.431559993
PC and SM > PC (42:2),PC and SM,PC (42:2),0.966373238,1.030552442,0.943612456,3.230913656,3.30455949,3.321134298,3.261010578,3.256530164,3.263295157,3.234107121,3.31749925,3.264217923,3.21900791,3.280013546,3.298433887,3.270441278,3.248223497,3.236466756,3.228230949,3.228272033,3.248983023,3.357965352,3.285219671,3.212885142,3.286456504,3.358387984,3.268751127,3.206345488,3.193858969,3.259784974,3.277632162,3.165748712,3.215172126,3.171205605,3.261814638,3.315982964,3.266354046
PC and SM > PC (42:3),PC and SM,PC (42:3),1.011554809,1.095031895,1.005717195,3.265954029,3.273279167,3.341323738,3.2767329,3.226481356,3.259168487,3.312333976,3.379769516,3.223807368,3.222789312,3.332414253,3.307478953,3.292295983,3.337611018,3.235467875,3.233412459,3.286496921,3.397550739,3.373401262,3.337714803,3.296814347,3.271632568,3.340884169,3.255320785,3.242218347,3.276535356,3.335850921,3.369074809,3.333415056,3.250610302,3.277893338,3.276728307,3.412722587,3.257976031
PC and SM > PC (42:4),PC and SM,PC (42:4),1.085469011,1.268434993,1.008246762,3.409774274,3.396352836,3.470551635,3.392489452,3.328289911,3.327534691,3.497117742,3.562547453,3.382945938,3.377561244,3.338687556,3.371603502,3.43075858,3.482038508,3.377819702,3.412813246,3.515442014,3.55650033,3.677382479,3.453144007,3.400548384,3.357523248,3.516989957,3.492542514,3.453486549,3.359850681,3.373831173,3.492064434,3.372945157,3.365117209,3.369267851,3.502670182,3.6175539,3.43174645
PC and SM > PC (42:5),PC and SM,PC (42:5),0.895691466,1.203309564,0.862096321,3.37464208,3.551491499,3.542152967,3.500101969,3.425827596,3.386912578,3.406223314,3.474731893,3.41800285,3.482990748,3.445706959,3.451488647,3.47866463,3.56053551,3.42310494,3.440650973,3.521661048,3.660984966,3.664316632,3.454411904,3.438352488,3.486532522,3.558446987,3.538762221,3.425599456,3.485494318,3.51023664,3.565545627,3.381075379,3.343908612,3.352174827,3.371976189,3.68768235,3.450335372
PC and SM > PC (42:6),PC and SM,PC (42:6),0.88758176,0.977014668,0.919239539,3.429384057,3.465701048,3.419661748,3.482882187,3.44426348,3.357290577,3.405844782,3.50325943,3.327428449,3.374803346,3.38992768,3.476599819,3.414853096,3.54096484,3.495524945,3.40650955,3.409666074,3.491672625,3.463809439,3.43395858,3.459175317,3.407146097,3.505269424,3.413866184,3.438235333,3.480443929,3.446770128,3.515765284,3.372333812,3.318226196,3.400057701,3.443256759,3.562794723,3.435914442
PC and SM > PC (42:7),PC and SM,PC (42:7),0.904102163,0.969705637,0.939835663,3.34111787,3.456496636,3.440616337,3.482207379,3.38466521,3.399005358,3.412292536,3.380945332,3.392295912,3.30491689,3.327481579,3.413541189,3.401762334,3.559176232,3.441710876,3.466959537,3.407166507,3.410223712,3.40179677,3.407883594,3.438229006,3.476544739,3.401159228,3.225970594,3.378590508,3.357233342,3.479019339,3.519565529,3.336723864,3.319763802,3.331050575,3.414933291,3.428403744,3.395158613
PC and SM > PC (42:8),PC and SM,PC (42:8),0.83681476,0.923149361,0.864950443,3.465828845,3.53587114,3.588200004,3.67955329,3.403477458,3.416603935,3.440197292,3.605408518,3.421850646,3.425876465,3.433350559,3.495641482,3.484413772,3.659583495,3.543260777,3.571319801,3.534018518,3.507634653,3.451513217,3.524847739,3.473688407,3.501552222,3.452834871,3.363856349,3.459513139,3.485627773,3.472130176,3.496561616,3.366239891,3.277957455,3.343597665,3.447492959,3.464364372,3.419324517
PC and SM > PC (42:9),PC and SM,PC (42:9),0.86772261,0.967106713,0.903502733,3.608626602,3.703724626,3.807215651,3.834844013,3.498894764,3.473702998,3.65995804,3.822338132,3.704917179,3.466016016,3.432058113,3.54807974,3.520436399,3.712462844,3.681299171,3.697804566,3.58758529,3.583815224,3.60537189,3.595028637,3.595260301,3.595692409,3.511161195,3.298285316,3.458120952,3.495841195,3.534021056,3.624412085,3.336731865,3.465597006,3.398183176,3.463128226,3.545982188,3.464286841
PC and SM > PC (44:0),PC and SM,PC (44:0),0.950203257,0.985261002,0.977084118,3.195761345,3.19445332,3.151345359,3.145625235,3.153198828,3.13183034,3.130944595,3.178861917,3.132535072,3.155888454,3.17419944,3.205723938,3.151786506,3.23287422,3.125155863,3.195218661,3.158284103,3.208457513,3.198288633,3.148707549,3.176259183,3.150388007,3.181935037,3.15594305,3.174059839,3.168267641,3.212784051,3.172386925,3.179258746,3.152740781,3.156561294,3.142483356,3.192667825,3.163697976
PC and SM > PC (44:1),PC and SM,PC (44:1),1.043092805,0.982306056,1.034766076,3.1402566,3.235604219,3.173809602,3.208382256,3.180309453,3.214229077,3.169098157,3.266810088,3.126475618,3.244836057,3.141506243,3.252192622,3.147515586,3.183423631,3.180842445,3.182694232,3.206566872,3.173611641,3.160330476,3.190908538,3.142783563,3.163394,3.200462006,3.185417516,3.161876903,3.15078716,3.183702528,3.166430144,3.197572779,3.190331728,3.171896072,3.176114453,3.188737325,3.196822611
PC and SM > PC (44:10),PC and SM,PC (44:10),0.932182662,1.027359355,0.892489348,3.287864434,3.359159839,3.384797726,3.389913518,3.301125559,3.331674267,3.291826025,3.365540428,3.287022016,3.29792242,3.286115038,3.277159821,3.338890602,3.363036331,3.328004306,3.296467768,3.409561225,3.301195026,3.269909727,3.312866802,3.353246713,3.292185193,3.2960067,3.259937771,3.349032654,3.312109654,3.480791443,3.352738088,3.261124854,3.253764368,3.276029618,3.273862089,3.29203003,3.396600355
PC and SM > PC (44:12),PC and SM,PC (44:12),0.892537497,1.022971989,0.920549848,3.283256019,3.322397143,3.452972632,3.43222831,3.290448697,3.266288191,3.283310309,3.349922206,3.366523842,3.286020637,3.208393009,3.18786467,3.28908037,3.301003974,3.230203632,3.214976267,3.244677852,3.290030185,3.213182974,3.279863092,3.21821508,3.238943924,3.262897049,3.206966152,3.241013278,3.305144951,3.312270497,3.334699005,3.173902729,3.245255993,3.186317729,3.254320871,3.245334999,3.321598461
PC and SM > PC (44:2),PC and SM,PC (44:2),1.053720537,1.000682289,0.97666263,3.178263115,3.128088981,3.161176301,3.1436767,3.14118005,3.168509301,3.174769026,3.201118464,3.142007598,3.179574797,3.172112353,3.1470577,3.21703102,3.144655179,3.201069261,3.148220041,3.194891616,3.150166779,3.198882449,3.185003585,3.158820701,3.138504825,3.274254893,3.141612833,3.132778261,3.149711682,3.166672836,3.159747642,3.161487823,3.147292894,3.152196612,3.193169169,3.151363751,3.152239441
PC and SM > PC (44:3),PC and SM,PC (44:3),0.923188576,0.995858988,0.984645726,3.208774504,3.178447452,3.18934434,3.245418922,3.166139927,3.132637482,3.163191231,3.181534929,3.157305664,3.18206642,3.173611644,3.184839042,3.166329478,3.15282632,3.15844093,3.200664522,3.121040908,3.170232397,3.193530893,3.196910937,3.182785473,3.15110622,3.192912997,3.155342144,3.143002334,3.191736008,3.179362205,3.185729125,3.13082251,3.178804376,3.158121179,3.172807218,3.17342524,3.176802948
PC and SM > PC (44:4),PC and SM,PC (44:4),1.045988328,1.038602805,0.954727402,3.181883618,3.192188219,3.218414736,3.167382356,3.188202682,3.196143039,3.216730546,3.261158182,3.195838822,3.172515398,3.186476062,3.178660486,3.191596344,3.196109862,3.158633871,3.16200852,3.217278623,3.214589582,3.193636575,3.164370734,3.182699933,3.188461639,3.223734728,3.200724708,3.208554245,3.181872187,3.183224306,3.175326261,3.167677651,3.167482776,3.155864183,3.16262417,3.196336526,3.186283791
PC and SM > PC (44:5),PC and SM,PC (44:5),0.976845338,1.028594036,1.027026628,3.217773412,3.235184948,3.263995696,3.198657118,3.202515591,3.156621863,3.203310384,3.281156166,3.224040768,3.195966067,3.259617796,3.250776107,3.222164831,3.186464755,3.201380764,3.21112057,3.200664518,3.233838515,3.319026931,3.199486429,3.207887418,3.2298354,3.219338267,3.227943266,3.221841831,3.180412666,3.2316429,3.180320921,3.178072932,3.194059027,3.205437181,3.232091053,3.279543786,3.221450786
